Invoice Number,Total Charged,Path
382791733,12033.570000000002,Invoice (1710).pdf
797721044,61302.060000000005,Email_Attachment_2022-10-15_1711.pdf
172124186,21661.3,JohnsonLLC_2022-09-23.pdf
T45840320,12448.38,Email_Attachment_2022-01-20_1713.pdf
Z64272201,3298.48,Incoming_inv_ParaisurZ996560_1714.pdf
R67460259,10119.41,Invoice (1715).pdf
T00398777,17811.45,Email_Attachment_2022-03-24_1716.pdf
368845568,1710.9,JohnsonLLC_2023-04-24.pdf
822065447,10739.660000000002,Incoming_inv_ParaisurZ996560_1718.pdf
763104186,9175.585237478384,Email_Attachment_2021-12-24_1719.pdf
N86622601,6592.79,Invoice (1720).pdf
P09089884,17709.649999999998,P09089884.pdf
271372614,3907.19,Incoming_inv_ParaisurZ996560_1722.pdf
H41815795,2923.26,Email_Attachment_2023-04-28_1723.pdf
B09958034,3118.76,LoveGrahamandAcosta_2022-03-05.pdf
S70110328,3766.2200000000007,2023-03-14_1725.pdf
U28270711,1275.93,U28270711.pdf
V42518388,7032.7300000000005,Email_Attachment_2023-04-16_1727.pdf
E84353634,30165.590000000004,2022-09-17_1728.pdf
90032164,7688.240000000001,90032164.pdf
P36192023,2524.82,Invoice (1730).pdf
358132375,7204.52,2022-01-24_1731.pdf
T60109270,16348.97,T60109270.pdf
R70096617,6948.14,Invoice (1733).pdf
N79992674,6696.1,WallerMills_2021-02-17.pdf
Q13709764,21770.57,Email_Attachment_2021-09-10_1735.pdf
V93942978,7403.73,HancockLynch_2022-08-16.pdf
S24959725,9523.28,
A23001558,39119.66000000001,A23001558.pdf
G20343991,14380.63,Invoice (1739).pdf
896736757,13516.05,Email_Attachment_2022-02-07_1740.pdf
F64036009,8386.604496981492,Incoming_inv_ParaisurZ996560_1741.pdf
T15373220,1094.74,T15373220.pdf
214722012,6196.085645061012,Incoming_inv_ParaisurZ996560_1743.pdf
388002567,3190.1900000000005,Email_Attachment_2021-11-10_1744.pdf
D70750540,6229.47,2022-06-12_1745.pdf
M02744706,18589.51,Email_Attachment_2022-03-19_1746.pdf
292912128,7811.655435652005,292912128.pdf
645770636,17760.95,PeckBrown_2022-08-31.pdf
321831759,8339.04,Invoice (1749).pdf
Q28178550,11676.44,SandovalJonesandSaunders_2023-04-04.pdf
355929227,9390.62,Invoice (1751).pdf
Y61045810,3991.83,Email_Attachment_2022-09-18_1752.pdf
W53054996,22022.28,Incoming_inv_ParaisurZ996560_1753.pdf
724093394,10980.1,724093394.pdf
565705358,21722.79,Invoice (1755).pdf
299734355,9236.510000000002,GouldLLC_2023-03-21.pdf
775694109,9268.54,775694109.pdf
D12948338,15905.63,DayHurstandRamirez_2022-02-24.pdf
717243301,9793.48,2022-07-28_1759.pdf
757785756,11507.47,Email_Attachment_2023-04-21_1760.pdf
J83789817,6505.65,2023-02-17_1761.pdf
592948767,16875.89,LeblancInc_2022-02-14.pdf
B54177586,3605.74,PhillipsPLC_2021-02-05.pdf
938762375,5808.45,Email_Attachment_2022-10-17_1764.pdf
839288284,11427.98,Incoming_inv_ParaisurZ996560_1765.pdf
Y25742954,10238.270000000002,Email_Attachment_2021-05-22_1766.pdf
J18024893,15860.35,2021-03-04_1767.pdf
70907636,26706.050000000003,FloresGarcia_2022-05-11.pdf
931839722,10233.55,CabreraLtd_2023-03-11.pdf
539901562,12692.54,Invoice (1770).pdf
837195479,5684.51,Invoice (1771).pdf
J32579814,5620.9,2022-07-20_1772.pdf
850979493,15521.56,Incoming_inv_ParaisurZ996560_1773.pdf
59286966,6674.4,59286966.pdf
547731187,3690.5,Invoice (1775).pdf
894936547,11444.71,Invoice (1776).pdf
505216745,9608.61,2021-03-12_3676.pdf
946898346,4793.01,Incoming_inv_ParaisurZ996560_1778.pdf
629935325,7804.2,FosterAllen_2022-07-20.pdf
534816178,6984.54,2022-01-10_1780.pdf
L78881351,50914.65,BensonKrueger_2022-03-18.pdf
C22389748,15276.31,2022-04-03_1782.pdf
713213564,5282.91,2023-01-20_1783.pdf
G93786741,679.6199999999999,Invoice (1784).pdf
64285899,4122.75,Incoming_inv_ParaisurZ996560_1785.pdf
399494460,362.62,Email_Attachment_2022-09-12_1786.pdf
K29056375,974.72,MurrayandSons_2022-03-19.pdf
533062797,10861.08,Email_Attachment_2021-08-16_1788.pdf
M78728414,3786.27,Email_Attachment_2022-02-26_1789.pdf
Z37036921,1397.25,Z37036921.pdf
O57450861,1021.1,O57450861.pdf
Q97161944,1663.52,HallLtd_2021-11-28.pdf
655091646,10946.55,655091646.pdf
R13794624,3895.69,SummersCastilloandMendoza_2022-09-04.pdf
J06771257,1303.4,2022-10-27_1795.pdf
S46037761,4387.86,2023-02-26_1796.pdf
N55789930,25387.18,N55789930.pdf
H07159608,3179.71,H07159608.pdf
315935113,10071.02,Invoice (1799).pdf
Z90482441,5104.969999999999,Incoming_inv_ParaisurZ996560_1800.pdf
105445399,16772.84,Invoice (1801).pdf
815936429,7637.070000000001,RichardsonWilsonandMoss_2022-03-02.pdf
501700937,22647.3,Invoice (1803).pdf
194641345,18284.237115491545,Email_Attachment_2023-04-14_1804.pdf
549107695,1352.14,ThompsonByrdandMay_2021-10-16.pdf
478055248,11966.15,478055248.pdf
759580372,12783.1,2021-05-16_1807.pdf
797552545,1650.48,Invoice (1808).pdf
T05462087,2310.8900000000003,Invoice (1809).pdf
E86312404,61744.61,E86312404.pdf
667427968,11174.8,RobinsonPLC_2022-09-22.pdf
J58837602,9490.21,Email_Attachment_2021-05-27_1812.pdf
994328536,4986.17,Email_Attachment_2022-06-09_1813.pdf
539819010,6441.24,539819010.pdf
C77549896,2790.09,Invoice (1815).pdf
435414097,25053.23,2021-01-20_1816.pdf
172498632,9523.28,
224962331,10833.19,GallegosLLC_2022-12-02.pdf
153884346,5471.96,2022-12-23_1819.pdf
D37618179,4268.02,HernandezTran_2022-02-08.pdf
443352686,7666.620000000001,Invoice (1821).pdf
B87657570,23581.8,B87657570.pdf
B33118943,9523.28,
H32989370,9523.28,
B91679980,1698.09,YoungGroup_2023-04-30.pdf
405036570,14809.027099192213,Invoice (1826).pdf
G79116447,9323.82,Email_Attachment_2021-01-21_1827.pdf
O31949107,5567.599840214596,O31949107.pdf
636292884,17395.02,HutchinsonBruceandMartin_2021-02-08.pdf
392635800,14554.740000000002,2021-02-14_1830.pdf
449749341,17170.39,Invoice (1831).pdf
580269427,7227.69,2023-05-27_1832.pdf
G44487094,2112.28,Incoming_inv_ParaisurZ996560_1833.pdf
637683558,3669.01,2021-08-10_1834.pdf
Q06643066,21323.23,Q06643066.pdf
B96976069,26573.009999999995,Email_Attachment_2021-10-26_1836.pdf
Q27347680,19814.9,Email_Attachment_2023-03-26_1837.pdf
971757180,603.7900000000001,Invoice (1838).pdf
G82414939,7806.610000000001,G82414939.pdf
604176693,2228.98,604176693.pdf
C73833570,4866.149999999999,Invoice (1841).pdf
B01621180,2701.86,B01621180.pdf
71535804,10074.45,Email_Attachment_2022-10-05_1843.pdf
R60477135,35658.380000000005,2023-03-05_1844.pdf
261702153,13184.73,Email_Attachment_2022-07-13_1845.pdf
8002403,15074.18,8002403.pdf
425463849,2806.45,425463849.pdf
P95982215,10722.04,RossMiller_2021-07-11.pdf
T10174707,11173.14,2021-05-27_1849.pdf
951186207,4802.11,2022-09-20_1850.pdf
N02423545,14087.28,N02423545.pdf
413719311,35609.74,Email_Attachment_2023-02-03_1852.pdf
590084567,173.20000000000002,Invoice (1853).pdf
619691836,4777.71,619691836.pdf
V02210696,4383.83,Incoming_inv_ParaisurZ996560_1855.pdf
832874663,9429.26,BurnsAllen_2023-03-24.pdf
101633005,56524.48,Email_Attachment_2021-10-24_1857.pdf
V20901137,6966.14,V20901137.pdf
A17346448,7357.880000000001,Invoice (1859).pdf
L52202212,4558.530000000001,Email_Attachment_2022-04-15_1860.pdf
C31904923,17258.89,Invoice (1861).pdf
430620930,14593.82,2021-04-04_1862.pdf
842230694,21638.93,Incoming_inv_ParaisurZ996560_1863.pdf
420519466,11927.76,Incoming_inv_ParaisurZ996560_1864.pdf
150548233,1506.79,2021-02-09_1865.pdf
N16922288,4465.830000000001,Incoming_inv_ParaisurZ996560_1866.pdf
H24392563,861.75,2022-05-10_1867.pdf
R59009415,7869.25,2021-05-24_1868.pdf
877889495,1866.89,Invoice (1869).pdf
D88796382,7691.009999999999,2021-03-22_1870.pdf
826758082,11491.37,Invoice (1871).pdf
434410995,10902.98,MillerChoi_2021-07-01.pdf
I21560119,7500.62,Incoming_inv_ParaisurZ996560_1873.pdf
748777733,16080.21,748777733.pdf
Z51146808,1816.45,Invoice (1875).pdf
T96035961,1906.3,Incoming_inv_ParaisurZ996560_1876.pdf
X78917414,32513.17,Invoice (1877).pdf
305613177,8675.82,Invoice (1878).pdf
S25815966,838.39,2023-03-18_1879.pdf
H15276616,1177.72,Incoming_inv_ParaisurZ996560_1880.pdf
S93984154,7034.1,Incoming_inv_ParaisurZ996560_1881.pdf
W44781189,5947.49,2022-08-25_1882.pdf
D91779634,10142.38,Invoice (1883).pdf
885686345,7355.87,2021-04-18_1884.pdf
444841388,20870.69,Invoice (1885).pdf
K91488670,20245.98,K91488670.pdf
807294335,11943.65,Invoice (1887).pdf
X36454486,5441.21,Incoming_inv_ParaisurZ996560_1888.pdf
M12397387,13939.509999999998,WarrenInc_2022-12-14.pdf
867037269,15069.85,867037269.pdf
6653896,6004.099999999999,Invoice (1891).pdf
518233331,1606.1199999999997,ThompsonNormanandAllen_2021-09-10.pdf
W88751753,8154.84,Incoming_inv_ParaisurZ996560_1893.pdf
A72364030,13892.71,2021-09-23_1894.pdf
J83863218,3086.49,Email_Attachment_2022-06-07_1895.pdf
M28470776,29029.14,2022-07-18_1896.pdf
O13680227,17018.27,Incoming_inv_ParaisurZ996560_1897.pdf
587850722,16844.11,Email_Attachment_2022-05-30_1898.pdf
X63805564,8081.07,KrauseFlynnandFoster_2021-08-01.pdf
Y02899741,5024.789999999999,Email_Attachment_2021-02-01_1900.pdf
Q35007616,14352.21,2021-08-09_1901.pdf
467815480,659.72,2022-06-09_1902.pdf
X78020196,15527.06,Invoice (1903).pdf
Q39732716,2029.34,Incoming_inv_ParaisurZ996560_1904.pdf
802822729,17828.15,Email_Attachment_2022-12-03_1905.pdf
167029093,7018.66,167029093.pdf
357037424,24754.300000000003,Email_Attachment_2021-07-09_1907.pdf
O42106384,9523.28,
X63064151,4486.59,X63064151.pdf
547948501,7814.280000000001,AguilarBrown_2021-07-20.pdf
G32012818,9102.57,BrownLarsenandJuarez_2022-11-02.pdf
M75551037,27159.140000000003,Incoming_inv_ParaisurZ996560_1912.pdf
S48330799,12282.52,MartinLtd_2021-12-31.pdf
978599347,29702.8,Email_Attachment_2022-02-02_1914.pdf
S95661073,9787.04,2022-01-27_1915.pdf
199133162,46630.96,Invoice (1916).pdf
470081220,1071.0,Incoming_inv_ParaisurZ996560_1917.pdf
U29182053,11397.29,U29182053.pdf
P21730043,468.1599999999999,Incoming_inv_ParaisurZ996560_1919.pdf
647949732,12382.179999999997,Invoice (1920).pdf
825889588,1872.22,Incoming_inv_ParaisurZ996560_1921.pdf
A07615328,17919.49,Email_Attachment_2021-06-27_1922.pdf
B67945319,5551.72,Invoice (1923).pdf
709377463,4202.46,Incoming_inv_ParaisurZ996560_1924.pdf
242475649,4496.259999999999,Email_Attachment_2021-01-10_1925.pdf
S03674040,22673.98,Invoice (1926).pdf
H50684521,17400.03,Incoming_inv_ParaisurZ996560_1927.pdf
Y89691810,4345.5,Y89691810.pdf
200447245,3696.57,Incoming_inv_ParaisurZ996560_1929.pdf
K88372239,1996.4,SmithBonillaandKane_2022-11-18.pdf
197301588,8186.48,197301588.pdf
S84657418,56461.3,Email_Attachment_2022-12-24_1932.pdf
989771799,7983.75,Invoice (1933).pdf
B78226626,6154.6900000000005,Email_Attachment_2022-10-15_1934.pdf
885139278,5431.650000000001,885139278.pdf
389988590,7125.05,389988590.pdf
G67299525,5741.780000000001,G67299525.pdf
286247008,18428.32,DuranLLC_2021-10-02.pdf
K41946730,15929.67,K41946730.pdf
999746476,27633.990000000005,Invoice (1940).pdf
979283277,3105.63,2022-05-27_1941.pdf
B07768665,2688.238303135521,B07768665.pdf
522429361,10624.13,Incoming_inv_ParaisurZ996560_1943.pdf
160463890,12567.61,Incoming_inv_ParaisurZ996560_1944.pdf
B58810005,5195.620000000001,Invoice (1945).pdf
285707919,6351.200000000001,Invoice (1946).pdf
I70677742,8532.960000000001,Email_Attachment_2022-07-21_1947.pdf
T55536570,20487.870000000003,PhillipsSchmidt_2022-05-16.pdf
B64622537,32038.480000000003,Incoming_inv_ParaisurZ996560_1949.pdf
R02452360,1077.24,2023-04-27_1950.pdf
U98007686,7334.65,Email_Attachment_2022-03-09_1951.pdf
255596816,5261.41,Invoice (1952).pdf
441450082,20558.16,2022-07-24_1953.pdf
147407933,3043.04,TaylorNewmanandBell_2021-08-26.pdf
V56264918,28345.08,2022-08-14_1955.pdf
256521500,9884.13,Email_Attachment_2022-08-07_1956.pdf
100438562,5300.220000000001,2023-02-03_1957.pdf
A87256415,3693.02,2022-04-04_1958.pdf
B31208581,20154.78,Email_Attachment_2021-07-18_1959.pdf
662027874,7305.55,WagnerMaciasandParks_2023-01-13.pdf
121428420,23340.43,121428420.pdf
605638112,2947.545402770734,Invoice (1962).pdf
N00668570,9523.28,
Y45222569,3259.8500000000004,Email_Attachment_2023-04-04_1964.pdf
114330690,2736.9700000000003,MyersPLC_2022-01-05.pdf
139453160,1988.5,Invoice (1966).pdf
H97128754,5379.39,H97128754.pdf
P42239221,9523.28,
787583755,7056.93,787583755.pdf
O75431366,11365.9,NicholsandSons_2023-04-18.pdf
513622644,12850.19,513622644.pdf
N32113424,7000.14,Email_Attachment_2021-02-22_1972.pdf
885533296,28956.77,DiazHarrison_2021-09-11.pdf
E45614819,19745.96,2022-08-11_1974.pdf
V07686867,5267.320000000001,Email_Attachment_2022-11-28_1975.pdf
P76943686,7905.01,RichardsonJonesandJohnson_2021-06-14.pdf
265903923,5822.439999999999,Incoming_inv_ParaisurZ996560_1977.pdf
N60394347,31997.31,Invoice (1978).pdf
G72596725,4276.860000000001,Invoice (1979).pdf
U43939381,9608.070000000002,Email_Attachment_2021-12-14_1980.pdf
775356030,165892.2715294488,Invoice (1981).pdf
113849795,5131.16,CareyLLC_2022-11-08.pdf
U51483418,4644.759999999999,Invoice (1983).pdf
908911478,13985.17,908911478.pdf
772371532,3334.85,772371532.pdf
719313697,6255.2,Email_Attachment_2022-08-14_1986.pdf
767720784,23867.13,Email_Attachment_2022-05-05_1987.pdf
630711247,23819.340000000004,Invoice (1988).pdf
I96314054,12563.02,I96314054.pdf
962966168,18660.480000000003,Email_Attachment_2022-04-25_1990.pdf
463226230,2061.74,Incoming_inv_ParaisurZ996560_1991.pdf
233739298,22303.0980621055,Incoming_inv_ParaisurZ996560_1992.pdf
B46087039,32557.55,Invoice (1993).pdf
829546894,1120.9799999999998,2023-04-08_1994.pdf
B84604142,4423.29,B84604142.pdf
16235469,26092.92,2021-01-30_1996.pdf
639390189,14665.25,2021-02-14_1997.pdf
T41798507,6690.56,Invoice (1998).pdf
148235815,14614.0,Incoming_inv_ParaisurZ996560_1999.pdf
328965935,3601.95,Incoming_inv_ParaisurZ996560_2000.pdf
233222416,1641.77,233222416.pdf
U43175068,4117.56,2023-01-24_2002.pdf
F24264392,11270.18,2022-08-26_2003.pdf
427944565,6005.300000000001,427944565.pdf
84271548,553.68,84271548.pdf
S74259764,8055.44,Invoice (2006).pdf
799958364,12172.16,Invoice (2007).pdf
G88112756,13286.84,TurnerandSons_2021-01-22.pdf
527061860,4016.15,2022-12-04_2009.pdf
765217314,19570.43,Email_Attachment_2021-06-16_2010.pdf
H21001802,25123.75,H21001802.pdf
536832871,4208.93,536832871.pdf
P26379920,9752.2,Incoming_inv_ParaisurZ996560_2013.pdf
487742506,8901.94,ChristianLevine_2022-09-25.pdf
104633950,23626.54,Email_Attachment_2022-04-06_2015.pdf
167950642,12688.33,Email_Attachment_2021-06-17_2016.pdf
L54184692,8806.12,WhiteJames_2022-08-02.pdf
913659044,7196.84,Email_Attachment_2021-01-30_2018.pdf
988726016,6317.280000000001,Invoice (2019).pdf
206546959,5068.200000000001,2021-11-16_2020.pdf
R87228522,1808.59,2022-12-10_2021.pdf
334447890,15049.92,Invoice (2022).pdf
V16291212,7857.95,Incoming_inv_ParaisurZ996560_2023.pdf
D97884392,27968.550000000003,Incoming_inv_ParaisurZ996560_2024.pdf
N56463808,1308.41,Email_Attachment_2023-05-26_2025.pdf
200876086,4700.57,Invoice (2026).pdf
T27460367,2355.21,Incoming_inv_ParaisurZ996560_2027.pdf
883024894,3046.03,2022-09-15_2028.pdf
593061772,19082.86,593061772.pdf
448810008,13176.19,448810008.pdf
241576140,12983.56,Email_Attachment_2022-04-04_2031.pdf
963186898,5708.9400000000005,2021-01-05_2032.pdf
539905176,17567.829999999998,539905176.pdf
564751764,33572.87,2021-09-23_2034.pdf
62215244,28710.49,BondScottandJones_2021-05-22.pdf
475051068,1422.69,FergusonLtd_2022-01-26.pdf
95588623,9589.93,Incoming_inv_ParaisurZ996560_2037.pdf
J05537434,20923.16,BellLLC_2022-05-25.pdf
B87109375,48469.66,2021-01-31_2039.pdf
A94274570,5555.289999999999,Email_Attachment_2023-03-28_2040.pdf
352143821,15105.85,2023-02-24_2041.pdf
352032941,4511.370000000001,352032941.pdf
208916735,12447.009999999997,Email_Attachment_2023-01-06_2043.pdf
B08389103,2961.24,Email_Attachment_2022-12-31_2044.pdf
438365979,17433.69,Incoming_inv_ParaisurZ996560_2045.pdf
397991812,15612.649999999998,MyersInc_2021-10-18.pdf
Y79225267,2028.75,Email_Attachment_2021-05-05_2047.pdf
929376194,22657.26,2021-06-15_2048.pdf
O78335907,14054.990000000002,PhamBradford_2021-01-02.pdf
G47938887,11021.8,Invoice (2050).pdf
J41408525,3804.01,Invoice (2051).pdf
393758397,9109.7,2021-11-04_2052.pdf
B53320287,3722.8,2022-05-25_2053.pdf
C66698674,5123.78,Invoice (2054).pdf
R31670346,2506.8299999999995,2022-04-18_2055.pdf
511102728,10872.069999999998,Invoice (2056).pdf
521191702,19176.99213510574,Incoming_inv_ParaisurZ996560_2057.pdf
B47005010,448.56000000000006,Incoming_inv_ParaisurZ996560_2058.pdf
711707317,1822.24,711707317.pdf
V43633851,8778.29,V43633851.pdf
T78039865,7167.58,2022-12-05_2061.pdf
603941408,9169.83,CastroGroup_2022-03-12.pdf
I59311508,4016.42,Email_Attachment_2023-04-04_2063.pdf
427744287,16932.51,Incoming_inv_ParaisurZ996560_2064.pdf
H29792390,8865.668111026414,Invoice (2065).pdf
A04535529,13896.74,Invoice (2066).pdf
C84342741,3769.01,Incoming_inv_ParaisurZ996560_2067.pdf
780527199,1120.23,780527199.pdf
N74170990,5587.210000000001,Incoming_inv_ParaisurZ996560_2069.pdf
B33765862,6927.28,Incoming_inv_ParaisurZ996560_2070.pdf
I04884712,27751.99,Invoice (2071).pdf
W57429476,1927.94,2023-01-09_2072.pdf
710133908,10839.65,2021-12-26_2073.pdf
468755222,31919.95,Incoming_inv_ParaisurZ996560_2074.pdf
491844530,14016.31,HoTaylorandRamirez_2022-01-23.pdf
575580040,9850.1,2021-01-14_2076.pdf
201573028,12331.03,201573028.pdf
70480162,1735.2799999999995,Invoice (2078).pdf
593698645,16954.820000000003,Invoice (2079).pdf
W36298100,8131.54,Email_Attachment_2022-09-24_2080.pdf
O02595603,1132.31,2022-01-15_2081.pdf
432563295,11051.19,Incoming_inv_ParaisurZ996560_2082.pdf
U49464063,17772.12,Invoice (2083).pdf
F54956834,7682.93,2021-05-10_2084.pdf
603723303,6563.09,603723303.pdf
M54744346,17191.120000000003,2021-07-09_2086.pdf
U33308673,3536.78,2022-11-23_2087.pdf
K55268636,34823.38999999999,Invoice (2088).pdf
P88517706,523.23,P88517706.pdf
I23377736,25373.310000000005,DavenportFoster_2021-04-11.pdf
U59506100,8360.83,Email_Attachment_2022-02-09_2091.pdf
797921445,4946.41,2023-02-22_2092.pdf
451065570,7310.09,Incoming_inv_ParaisurZ996560_2093.pdf
251232982,14165.37,251232982.pdf
70135749,8312.630000000001,2021-02-26_2095.pdf
B37906970,4084.72,B37906970.pdf
L11544163,23125.51,2022-12-02_2097.pdf
A88211218,19568.12,Email_Attachment_2022-09-24_2098.pdf
H94694318,23239.240000000005,Email_Attachment_2021-08-04_2099.pdf
E46967280,6674.710000000001,HoustonLtd_2022-08-07.pdf
R68239294,4235.0,Incoming_inv_ParaisurZ996560_2101.pdf
Q53279307,8168.63,Q53279307.pdf
K72170289,9917.8,ChavezGroup_2021-05-22.pdf
18549425,16746.910000000003,SteeleLLC_2022-08-09.pdf
A92922912,5005.57,Invoice (2105).pdf
X97897804,24756.250000000004,X97897804.pdf
835186598,16932.51,Incoming_inv_ParaisurZ996560_2107.pdf
56427689,18950.01,Invoice (2108).pdf
K54443893,6710.04,Invoice (2109).pdf
486177540,9523.28,
J05804485,3545.41,WrightandSons_2022-02-09.pdf
793395572,6356.46,Email_Attachment_2021-03-07_2112.pdf
763654734,3721.900000000001,Email_Attachment_2021-03-15_2113.pdf
A99436936,137003.2407598132,A99436936.pdf
Y20657995,32560.43,Incoming_inv_ParaisurZ996560_2115.pdf
618981359,7052.61,Incoming_inv_ParaisurZ996560_2116.pdf
A49017508,4618.679999999999,A49017508.pdf
D11469530,4020.9,D11469530.pdf
512640809,2341.77,Invoice (2119).pdf
187164639,5067.05,Invoice (2120).pdf
S46549957,4244.01,PatrickLucasandBerg_2022-12-31.pdf
I36103559,2286.28,I36103559.pdf
990234638,7792.26,ScottBerg_2022-08-09.pdf
U82189162,10906.08,2023-02-02_2124.pdf
226234161,23725.56,Email_Attachment_2021-01-31_2125.pdf
B52197663,5072.589999999999,Incoming_inv_ParaisurZ996560_2126.pdf
246783436,9523.28,2023-01-07_2127.pdf
S12762293,8783.2,2022-03-06_2128.pdf
E01368964,8571.220000000001,Invoice (2129).pdf
Y79086606,5725.99,2022-04-03_2130.pdf
I66020388,70094.59,Email_Attachment_2021-06-03_2131.pdf
M06771679,11166.57,M06771679.pdf
769303403,11002.84,Incoming_inv_ParaisurZ996560_2133.pdf
274548240,3544.23,274548240.pdf
J86757121,205.89,SmithRobertson_2022-04-18.pdf
H69667981,4199.31,H69667981.pdf
76757317,13114.65,Incoming_inv_ParaisurZ996560_2137.pdf
615409665,31984.14,Email_Attachment_2022-05-15_2138.pdf
K59070219,9197.47,DavisLLC_2022-08-05.pdf
597633600,1601.8399999999997,Invoice (2140).pdf
675643592,11196.72,675643592.pdf
526314510,4032.9,Invoice (2142).pdf
937003582,24338.394502855055,2021-01-26_2143.pdf
332763794,1521.83,Incoming_inv_ParaisurZ996560_2144.pdf
J56861041,6191.04,Email_Attachment_2023-05-23_2145.pdf
P04656527,20106.469999999998,DavisRodriguez_2021-10-18.pdf
J76912156,948.81,J76912156.pdf
978764507,3916.92,CardenasGreenandVaughn_2022-02-24.pdf
952198745,5963.919999999999,2022-01-20_2149.pdf
920714052,7172.149999999999,2022-09-11_2150.pdf
U15393971,7173.57,FreemanLopezandFreeman_2021-07-21.pdf
N63591706,7406.949999999999,SolisJonesandMacdonald_2021-03-22.pdf
C31441970,6445.86,Incoming_inv_ParaisurZ996560_2153.pdf
825577245,8260.75,825577245.pdf
662031713,6622.989999999999,2022-11-07_2155.pdf
F63907692,13129.12,Invoice (2156).pdf
23141898,3895.49,JonesBuckley_2022-07-27.pdf
661702094,8066.570000000001,Invoice (2158).pdf
O03329067,3664.72,Email_Attachment_2023-05-16_2159.pdf
O53466185,9043.5,Incoming_inv_ParaisurZ996560_2160.pdf
492201732,3837.27,2021-01-21_2161.pdf
R71509565,6186.209999999999,BurnettMorse_2021-08-29.pdf
O31761954,15948.84,Incoming_inv_ParaisurZ996560_2163.pdf
411577452,396.35,Email_Attachment_2021-04-30_2164.pdf
121435975,4553.409999999999,Incoming_inv_ParaisurZ996560_2165.pdf
W19713911,1432.7700000000002,W19713911.pdf
Z12826332,6632.66,2022-02-11_2167.pdf
C39208518,7443.66,Email_Attachment_2022-09-24_2168.pdf
483650518,17293.43,JohnsonBlake_2021-01-03.pdf
M63765442,16870.1,M63765442.pdf
74181721,1714.05,Email_Attachment_2021-07-04_2171.pdf
855444881,6117.8,GrahamAndersonandHuerta_2023-03-14.pdf
O64706125,37489.8,PorterGarciaandSpencer_2023-04-28.pdf
147277323,533774.9600000001,Invoice (2174).pdf
882260433,25446.82,Email_Attachment_2023-01-13_2175.pdf
569124418,9950.03,569124418.pdf
Q75672655,21613.710000000003,Q75672655.pdf
S72699659,17137.42,Incoming_inv_ParaisurZ996560_2178.pdf
V75796690,24170.460000000003,V75796690.pdf
O52443733,5904.25,AndersonCarterandWhitaker_2021-11-15.pdf
Y66801984,5593.780000000001,2021-07-11_2181.pdf
M13672120,5189.86,Invoice (2182).pdf
731488589,265.98,FlowersLeeandMccormick_2022-07-10.pdf
B99748016,5284.089999999999,Email_Attachment_2023-01-13_2184.pdf
A36497404,2796.92,Incoming_inv_ParaisurZ996560_2185.pdf
968218514,3358.87,Incoming_inv_ParaisurZ996560_2186.pdf
3292769,1204.89,Invoice (2187).pdf
836752469,9289.518771080675,2022-03-14_2188.pdf
794286934,10029.94,Incoming_inv_ParaisurZ996560_2189.pdf
E65616807,6922.74,ReedAlvarado_2022-11-21.pdf
489395573,10048.68,489395573.pdf
216215055,12513.49,Email_Attachment_2022-03-12_2192.pdf
D06405544,5775.450000000001,BushChristian_2022-08-21.pdf
235755526,904.5,Incoming_inv_ParaisurZ996560_2194.pdf
X57541581,9513.83,Incoming_inv_ParaisurZ996560_2195.pdf
272788663,927.54,272788663.pdf
101117700,10334.22,Email_Attachment_2023-01-21_2197.pdf
L37552784,16250.13,Email_Attachment_2023-03-21_2198.pdf
W32359466,6150.139999999999,Invoice (2199).pdf
X61225360,27252.16,Invoice (2200).pdf
W98197448,3347.0500000000006,PattersonWilson_2022-06-07.pdf
D81682360,3935.52,AndrewsPLC_2022-06-06.pdf
E03579651,6936.36,Invoice (2203).pdf
773494281,2349.89,Email_Attachment_2023-01-11_2204.pdf
M14444046,6069.480000000001,Incoming_inv_ParaisurZ996560_2205.pdf
M92917813,7162.19,Invoice (2206).pdf
H80559791,2614.69,Incoming_inv_ParaisurZ996560_2207.pdf
530184712,8760.46,Invoice (2208).pdf
I27119111,4709.33,Invoice (2209).pdf
863821644,4403.8,863821644.pdf
595845012,24363.08,595845012.pdf
225654936,8340.66,Email_Attachment_2022-06-14_2212.pdf
973930758,6408.83,SmithLLC_2022-02-06.pdf
E99042818,11769.45,SmithLLC_2021-06-10.pdf
441648407,25181.28,Incoming_inv_ParaisurZ996560_2215.pdf
59246777,8777.769999999999,Email_Attachment_2022-05-17_2216.pdf
408714206,16328.82,Incoming_inv_ParaisurZ996560_2217.pdf
826312032,5174.04,SmithLLC_2022-09-16.pdf
492994741,12298.4,Email_Attachment_2021-10-04_2219.pdf
O69832893,17260.31,Email_Attachment_2022-12-17_2220.pdf
166275162,5840.8,Email_Attachment_2022-11-07_2221.pdf
C71269640,16298.930000000002,2022-02-16_2222.pdf
679122052,7379.47,2022-06-19_2223.pdf
997658100,19454.76,Invoice (2224).pdf
T91648248,2747.93,Email_Attachment_2021-04-15_2225.pdf
520700044,18639.39,Incoming_inv_ParaisurZ996560_2226.pdf
O48394057,2731.3,O48394057.pdf
350598104,24550.03,WilliamsLLC_2022-12-21.pdf
384571310,3365.9700000000003,Invoice (2229).pdf
B34714446,11119.930000000002,B34714446.pdf
V38322939,7430.52,2022-10-27_2231.pdf
12289795,6752.1900000000005,WilliamsLLC_2021-01-04.pdf
Y24230941,9523.28,
