Invoice Number,Total Charged
O76221068,3327.77
Z55684383,5844.4
591718673,7255.81
274138614,9169.42
911756081,6009.87
B21612524,30890.750023295666
Z79364917,16775.96
969671146,4916.629999999999
O45131881,31077.259999999995
T92562026,9472.74
963266757,21929.34
X70960185,9776.769999999997
726028216,8614.699999999999
R43083892,13454.72
Q71201419,14599.69
328749489,8379.220000000001
B02639959,5970.219999999999
S12804454,12878.17
S51936018,15314.404557023225
203614080,7879.03
539756310,34096.55
A14992502,1321.64
T23253751,1230.0099999999998
953436099,5394.09
105542111,6257.14
H04582292,13857.72
200186800,10262.842753915202
346884370,9074.42
D52755784,7834.78
522338649,10833.26
658291418,24170.460000000003
Q66864571,11366.589999999998
J89938309,12294.55
533184095,14653.62
756208849,16590.62
72683575,5585.650000000001
677953585,1000.0
226804483,16386.670000000002
X14198241,31387.18
N15550604,969.48
W28862654,1582.34
966580985,18803.37
U76666943,12806.11
407935544,12966.53
422333780,729.81
450063681,4043.1800000000007
J03560148,10488.52
397744799,8600.93
764978728,7396.22
D51496160,3944.24
952075374,3948.08
584104059,11180.213234745535
W73771705,832.3900000000001
240936608,17648.04
482145119,9523.28
291034231,4804.379999999999
563782213,20836.360000000004
715071195,1622.9799999999998
G89690650,19655.500000000004
J14365531,12011.34
161955149,5533.45
B35209087,16926.07
367464880,30228.38
700765117,5903.099999999999
868263864,6597.02
G27292548,23920.4
82589416,29268.19
448792416,17790.429999999997
M10920090,14802.86
889120404,3538.92
T73936386,13998.87
R15446797,3969.56
974110153,3142.14
S66655725,17375.97
O61092756,10880.3
Q16069285,2456.23
S66790160,7779.4
386222756,366.42
V83205279,17282.649999999998
D89998695,308.02
F99500366,13416.952038432515
D35254717,4741.52
460655538,11258.449693444216
O67928383,1344.3
F78375651,12371.43
642086703,9518.53435286911
E91985441,5776.12
747626422,1409.92
T70565224,184.276961465138
B28260914,1502.2400000000002
872385313,21812.76
723477890,16970.29
62297182,4513.139999999999
P07924053,1647.83
714739806,7632.849999999999
U08587819,5157.04
A92113296,1860.01
B47166553,5078.3
623610662,13036.27
N67769666,18866.21
691521062,7039.64
L12275884,9523.28
985279020,5420.01
799615271,9505.89
1996247,4806.88
323106719,5799.98
416956786,9499.49
301639906,13419.949705840569
482748622,13327.09
K56029294,48390.100000000006
D76795190,5902.24
H93789693,8387.08
496191376,564.1
430027848,29824.78
G64133686,6707.670000000001
O85054631,1589.7999999999995
522428740,17588.52
F47109546,15165.41
141015735,1904.93
450659976,1349.85
N81336779,5614.03
D04444060,14760.96
780895345,4594.360000000001
376097634,3269.15
R06174759,30192.51
281015471,3563.33
W86054335,28131.37
821367878,24768.35
30634319,17737.09
U61162030,9523.28
R28106914,1988.06
X35198491,3685.650000000001
449818763,7061.98
344593049,33175.03
W37228939,1847.5
U01777319,9523.28
N26985602,5722.82
O39273168,9748.85
421955271,5019.15
O79892677,7268.49
979247849,11764.54
C02958070,577.7800000000001
N26719889,12803.92
826821883,19861.230000000003
203658111,5639.82
201073943,12914.64
949263417,3074.13
N60606413,3695.47
820380833,2391.77
607786334,10093.82
A05884948,11781.67
39518406,6245.950000000001
W20575277,9332.69
M78045272,6224.700000000001
196629123,8172.52
911100672,6827.65
656215458,17641.510000000002
872560436,23971.56
323409526,15237.03
K08414797,6614.99
E40851671,5730.499999999999
931101666,4607.449999999999
276418818,24215.37
O88258365,919.57
B58075757,796.1199999999999
X23359837,7503.519999999999
E02725975,5157.6
B18206495,4329.41
329628995,17534.86
D32378097,11934.12
526448510,10764.04
Z46391021,10646.009999999998
R95062932,20895.42
450812904,2526.1100000000006
703222959,9523.28
Q32968382,2947.7200000000003
636040513,9620.233323780834
457025606,2181.38
H28261431,7287.559999999999
E67280413,166605.9868721396
S39672047,7883.040000000001
W47038078,592.26
997668125,10928.929999999998
Q27602411,7152.82
145440037,19573.09
851298612,6209.200000000001
W07504730,23760.51
838392262,9005.62
K19606858,9523.28
Z17413065,17509.84
176180460,42009.87
410140198,4960.469999999999
G98145535,4321.7
Q13238794,25071.240000000005
E20297949,5701.75
E46202989,21327.88
334418649,11227.21
K05383757,2689.88
Y72964599,6231.72
986433219,9523.28
704190483,39002.07
920975501,12229.38
O22057187,14455.63
W16159113,8081.620000000001
J35861528,8055.309999999999
I56214076,10163.65
559480180,9801.55
U71720060,4993.18
280215366,2285.7500000000005
100856525,12450.62
752804192,8189.700000000001
W98470507,9567.759999999998
74128755,4956.96
H48654517,10800.9
626084566,9730.535068023366
410894134,17465.46
E78870286,1276.64
681268616,15873.8
127646452,9817.259999999998
118500412,3260.0
495419196,1065.04
U35665700,10354.53
O47579949,4624.35
675356263,3209.7500000000005
I77027650,30782.69
D75879583,11782.42
A45196320,13196.58
L51189888,9641.48
Q50193817,5226.860000000001
630805634,12644.9
191433200,18473.32
C02292392,6239.17
Q88954954,16429.300000000003
N59530304,10526.11
317468061,13016.55
633532095,14372.44
R55934446,39426.78
X60715015,2563.09
Q30884034,14770.12
601529524,12914.64
552281513,9490.21
V40168078,9523.28
921215394,5002.63
435614084,3011.73
Y43833884,15207.429999999998
79433170,2186.25
D38386595,4532.089999999999
B44314277,16307.31
Y32627216,31866.11
F77580096,27511.3
A95998530,10833.93
L46268200,3780.67
I56805324,14113.426359107767
115181432,40721.95
Q89291039,9409.37
J32804827,5628.2
886423669,9523.28
C13427265,25800.26
N58964997,41155.45999999999
285812951,9244.07
Z24114092,10114.43
S87231150,48390.100000000006
509350373,8577.84
H18761307,1550.71
D29244921,483.38
D75599902,2108.33
915485603,5925.049999999999
L52832175,27287.34
R69973349,4562.07
692561177,21640.032656004627
R61617949,12798.63
L54790633,6102.89
560185569,604.23
774292864,2405.3700000000003
F61197334,1817.89
173626597,12607.21
C03284106,29471.98
256404593,51104.55
V08662372,15629.63
E15616155,19277.84
T76121687,11322.570000000002
81403711,12904.13
162046704,8801.55
563240793,2409.380000000001
Y20423468,25838.08
962447347,9545.14
232461089,20370.33
758809197,15512.85
H25543292,3050.15
286448595,7307.93
X74800700,9788.16
602065402,4039.79
N07350905,4642.74
435749897,3370.6800000000003
408199066,807.8
P64021901,15406.78
P71712063,1177.72
538876443,9406.35
102823830,30708.38
U84107652,1324.02
242903095,13963.9
Q26944421,11537.86
843768010,25151.396492389566
P56082273,6273.35
15324790,1496.59
L64812100,5450.06
Z38825880,23058.01
160367252,1408.06
822229774,18595.6
574091657,11556.06
738986431,7223.66
501985113,16794.52
P56073737,3375.63
426894780,5037.14
O02377323,6169.050000000001
886179482,9523.28
730890582,31078.500000000004
L20346774,3364.83
333057587,16598.18
83225490,33931.72
734794644,5967.93
14211096,8587.81
P38470058,14803.229999999998
Z61570231,3070.08
213891067,41543.28
327951417,5553.21
Y07159667,4100.29
251836972,8155.43
517046522,7580.57
H92264338,2864.24
C55181435,1278.0600000000002
M48109520,836.76
Q31966227,1975.6
C03877488,4245.0
J68374086,21224.2
68593287,18116.81
944693731,19382.96
382791733,12033.570000000002
797721044,61302.060000000005
172124186,21661.3
T45840320,12448.38
Z64272201,3298.48
R67460259,10119.41
T00398777,17811.45
368845568,1710.9
822065447,10739.660000000002
763104186,9175.585237478384
N86622601,6592.79
P09089884,17709.649999999998
271372614,3907.19
H41815795,2923.26
B09958034,3118.76
S70110328,3766.2200000000007
U28270711,1275.93
V42518388,7032.7300000000005
E84353634,30165.590000000004
90032164,7688.240000000001
P36192023,2522.98
358132375,7204.52
T60109270,16348.97
R70096617,6948.14
N79992674,6696.1
Q13709764,21770.57
V93942978,7403.73
S24959725,9523.28
A23001558,39119.66000000001
G20343991,14299.03
896736757,13516.05
F64036009,8386.604496981492
T15373220,1076.74
214722012,6196.085645061012
388002567,3190.1900000000005
D70750540,6229.47
M02744706,18589.51
292912128,7811.655435652005
645770636,17760.95
321831759,8339.04
Q28178550,11676.44
355929227,9390.62
Y61045810,3988.86
W53054996,21865.320000000003
724093394,10980.1
565705358,21722.79
299734355,9236.510000000002
775694109,9268.54
D12948338,15675.23
717243301,9793.48
757785756,11507.47
J83789817,6505.65
592948767,16875.89
B54177586,3605.74
938762375,5608.45
839288284,11427.98
Y25742954,10238.270000000002
J18024893,15748.99
70907636,26667.4
931839722,8647.029999999999
539901562,12692.54
837195479,5684.51
J32579814,5620.9
850979493,15521.56
59286966,6674.4
547731187,4451.115066549246
894936547,11376.259999999998
505216745,9523.28
946898346,4793.01
629935325,7804.2
534816178,6984.54
L78881351,50914.65
C22389748,15276.31
713213564,5282.91
G93786741,679.6199999999999
64285899,4122.75
399494460,362.62
K29056375,974.72
533062797,10861.08
M78728414,3786.27
Z37036921,1397.25
O57450861,1021.1
Q97161944,1657.85
655091646,10946.55
R13794624,3895.69
J06771257,1303.4
S46037761,4387.86
N55789930,25387.18
H07159608,3179.71
315935113,10071.02
Z90482441,5095.92
105445399,16772.84
815936429,7637.070000000001
501700937,22647.3
194641345,18284.237115491545
549107695,1163.62
478055248,11966.15
759580372,12783.1
797552545,1650.48
T05462087,2310.8900000000003
E86312404,61744.61
667427968,11174.8
J58837602,9490.21
994328536,4986.17
539819010,6441.24
C77549896,2817.0
435414097,25053.23
172498632,9523.28
224962331,10833.19
153884346,5471.96
D37618179,4268.02
443352686,7666.620000000001
B87657570,23581.8
B33118943,9523.28
H32989370,9523.28
B91679980,1698.09
405036570,14809.027099192213
G79116447,9323.82
O31949107,5567.599840214596
636292884,17195.02
392635800,14554.740000000002
449749341,17170.39
580269427,7227.69
G44487094,2112.28
637683558,3669.01
Q06643066,21323.23
B96976069,26573.009999999995
Q27347680,19814.9
971757180,603.7900000000001
G82414939,7806.610000000001
604176693,2228.98
C73833570,4866.149999999999
B01621180,2701.86
71535804,10074.45
R60477135,35658.380000000005
261702153,13184.73
8002403,15074.18
425463849,2806.45
P95982215,10722.04
T10174707,11173.14
951186207,4802.11
N02423545,14087.28
413719311,35609.74
590084567,173.20000000000002
619691836,4777.71
V02210696,4383.83
832874663,9429.26
101633005,56524.48
V20901137,6966.14
A17346448,7357.880000000001
L52202212,4558.530000000001
C31904923,17258.89
430620930,14593.82
842230694,21638.93
420519466,11924.79
150548233,1506.79
N16922288,4465.830000000001
H24392563,861.75
R59009415,7869.25
877889495,1680.59
D88796382,7691.009999999999
826758082,11491.37
434410995,10902.98
I21560119,7500.62
748777733,16080.21
Z51146808,1816.45
T96035961,1906.3
X78917414,32513.17
305613177,8675.82
S25815966,838.39
H15276616,1177.72
S93984154,6748.01
W44781189,5947.49
D91779634,10142.38
885686345,7017.71
444841388,9523.28
K91488670,20245.98
807294335,11943.65
X36454486,5441.21
M12397387,13939.509999999998
867037269,15069.85
6653896,6004.099999999999
518233331,1606.1199999999997
W88751753,8154.84
A72364030,13889.74
J83863218,3086.49
M28470776,29029.14
O13680227,16979.62
587850722,16844.11
X63805564,8081.07
Y02899741,5024.789999999999
Q35007616,14152.21
467815480,659.72
X78020196,15527.06
Q39732716,2029.34
802822729,17736.25
167029093,7018.66
357037424,24754.300000000003
O42106384,9523.28
X63064151,4029.0700000000006
547948501,7814.280000000001
G32012818,9102.57
M75551037,27159.140000000003
S48330799,12282.52
978599347,29702.8
S95661073,9787.04
199133162,46630.96
470081220,4407.963732898685
U29182053,11397.29
P21730043,468.1599999999999
647949732,12382.179999999997
825889588,1872.22
A07615328,17919.49
B67945319,5549.38
709377463,4202.46
242475649,4496.259999999999
S03674040,22673.98
H50684521,17400.03
Y89691810,4345.5
200447245,3696.57
K88372239,1996.4
197301588,7903.94
S84657418,56461.3
989771799,7983.75
B78226626,6154.6900000000005
885139278,5431.650000000001
389988590,7125.05
G67299525,5741.780000000001
286247008,18428.32
K41946730,15929.67
999746476,27633.990000000005
979283277,3105.63
B07768665,2688.238303135521
522429361,10624.13
160463890,12567.61
B58810005,5195.620000000001
285707919,6351.200000000001
I70677742,8527.42
T55536570,20487.870000000003
B64622537,32038.480000000003
R02452360,1077.24
U98007686,7334.65
255596816,5261.41
441450082,20558.16
147407933,3043.04
V56264918,28345.08
256521500,9884.13
100438562,9523.28
A87256415,3654.37
B31208581,20154.78
662027874,7305.55
121428420,23340.43
605638112,2947.545402770734
N00668570,9523.28
Y45222569,3259.8500000000004
114330690,2736.9700000000003
139453160,1988.5
H97128754,5379.39
P42239221,9523.28
787583755,7056.93
O75431366,11365.9
513622644,12850.19
N32113424,7000.14
885533296,28756.77
E45614819,19745.96
V07686867,5267.320000000001
P76943686,7905.01
265903923,5822.439999999999
N60394347,31997.31
G72596725,4276.860000000001
U43939381,9608.070000000002
775356030,165892.2715294488
113849795,5131.16
U51483418,4644.759999999999
908911478,13985.17
772371532,3334.85
719313697,6255.2
767720784,23867.13
630711247,23819.340000000004
I96314054,12563.02
962966168,18660.480000000003
463226230,2061.74
233739298,22303.0980621055
B46087039,32557.55
829546894,1120.9799999999998
B84604142,4423.29
16235469,26092.92
639390189,14665.25
T41798507,6690.56
148235815,14614.0
328965935,3401.95
233222416,1641.77
U43175068,4114.59
F24264392,11270.18
427944565,6005.300000000001
84271548,9906.812101758556
S74259764,8055.44
799958364,12172.16
G88112756,13286.84
527061860,4016.15
765217314,19570.43
H21001802,25085.6
536832871,4208.93
P26379920,9752.2
487742506,9523.28
104633950,23626.54
167950642,12688.33
L54184692,8806.12
913659044,7196.84
988726016,6317.280000000001
206546959,5068.200000000001
R87228522,1808.59
334447890,15049.92
V16291212,7857.95
D97884392,27968.550000000003
N56463808,1308.41
200876086,4700.57
T27460367,2355.21
883024894,3046.03
593061772,19082.86
448810008,13176.19
241576140,12983.56
963186898,5708.9400000000005
539905176,17567.829999999998
564751764,33572.87
62215244,28710.49
475051068,1422.69
95588623,9589.93
J05537434,20923.16
B87109375,48469.66
A94274570,5555.289999999999
352143821,15105.85
352032941,4511.370000000001
208916735,12447.009999999997
B08389103,2961.24
438365979,17433.69
397991812,15612.649999999998
Y79225267,2028.75
929376194,22657.26
O78335907,14054.990000000002
G47938887,11021.8
J41408525,3804.01
393758397,9109.7
B53320287,3722.8
C66698674,5123.78
R31670346,2503.86
511102728,10872.069999999998
521191702,19176.99213510574
B47005010,448.56000000000006
711707317,1765.0500000000002
V43633851,8778.29
T78039865,7167.58
603941408,9169.83
I59311508,3849.42
427744287,16932.51
H29792390,8865.668111026414
A04535529,13896.74
C84342741,3769.01
780527199,1120.23
N74170990,4904.650000000001
B33765862,6927.28
I04884712,27751.99
W57429476,1927.94
710133908,10839.65
468755222,31919.95
491844530,14016.31
575580040,9850.1
201573028,12331.03
70480162,1030.55
593698645,16954.820000000003
W36298100,8092.89
O02595603,930.34
432563295,11051.19
U49464063,17772.12
F54956834,7682.93
603723303,6563.09
M54744346,17191.120000000003
U33308673,3536.78
K55268636,34823.38999999999
P88517706,523.23
I23377736,25373.310000000005
U59506100,8360.83
797921445,4946.41
451065570,7310.09
251232982,14165.37
70135749,8312.630000000001
B37906970,4084.72
L11544163,23125.51
A88211218,19568.12
H94694318,23239.240000000005
E46967280,6674.710000000001
R68239294,4235.0
Q53279307,8168.63
K72170289,9917.8
18549425,16746.910000000003
A92922912,5005.57
X97897804,24756.250000000004
835186598,16932.51
56427689,18950.01
K54443893,6710.04
486177540,9523.28
J05804485,3545.41
793395572,6356.46
763654734,3721.900000000001
A99436936,137003.2407598132
Y20657995,32560.43
618981359,7052.61
A49017508,4618.679999999999
D11469530,4020.9
512640809,2341.77
187164639,5067.05
S46549957,4244.01
I36103559,2286.28
990234638,7792.26
U82189162,10906.08
226234161,23725.56
B52197663,5072.589999999999
246783436,9523.28
S12762293,8783.2
E01368964,8571.220000000001
Y79086606,5725.99
I66020388,70094.59
M06771679,11166.57
769303403,11002.84
274548240,3544.23
J86757121,205.89
H69667981,4199.31
76757317,12979.29
615409665,31829.14
K59070219,9197.47
597633600,9523.28
675643592,11196.72
526314510,4032.9
937003582,24338.394502855055
332763794,924.77
J56861041,6191.04
P04656527,9523.28
J76912156,948.81
978764507,3878.27
952198745,5963.919999999999
920714052,7172.149999999999
U15393971,7173.57
N63591706,7406.949999999999
C31441970,6445.86
825577245,8175.71
662031713,6363.469999999999
F63907692,13129.12
23141898,3895.49
661702094,8066.570000000001
O03329067,3664.72
O53466185,9043.5
492201732,3837.27
R71509565,6186.209999999999
O31761954,15948.84
411577452,396.35
121435975,4553.409999999999
W19713911,1410.2700000000002
Z12826332,6632.66
C39208518,7443.66
483650518,17293.43
M63765442,16650.9
74181721,1714.05
855444881,6117.8
O64706125,37489.8
147277323,18980.108
882260433,25446.82
569124418,9950.03
Q75672655,21613.710000000003
S72699659,17137.42
V75796690,24170.460000000003
O52443733,5766.65
Y66801984,5593.780000000001
M13672120,5189.86
731488589,265.98
B99748016,5284.089999999999
A36497404,2796.92
968218514,3358.87
3292769,1204.89
836752469,9289.518771080675
794286934,10029.94
E65616807,6922.74
489395573,10048.68
216215055,12513.49
D06405544,5775.450000000001
235755526,904.5
X57541581,8909.15
272788663,22230.080914855458
101117700,10334.22
L37552784,16250.13
W32359466,6081.07
X61225360,27252.16
W98197448,3347.0500000000006
D81682360,3935.52
E03579651,6936.36
773494281,2349.89
M14444046,6069.480000000001
M92917813,7162.19
H80559791,2614.69
530184712,8760.46
I27119111,4709.33
863821644,4403.8
595845012,24363.08
225654936,8340.66
973930758,6408.83
E99042818,11769.45
441648407,25181.28
59246777,8407.8
408714206,16328.82
826312032,5174.04
492994741,12298.4
O69832893,17260.31
166275162,5840.8
C71269640,16298.930000000002
679122052,7379.47
997658100,19454.76
T91648248,2747.93
520700044,18639.39
O48394057,2731.3
350598104,24492.84
384571310,3365.9700000000003
B34714446,11119.930000000002
V38322939,24944.451015171973
12289795,6752.1900000000005
Y24230941,9523.28
944279274,41589.13
R60248694,2080.68
605931331,3017.9700000000003
E35362881,20319.02
205423158,517.2
N54878344,9523.28
B23947272,20894.53
M87507324,4728.03
T43494042,69303.51999999999
705699330,8246.71
338370640,6920.43
W15876176,1648.28
J06875275,5771.0066508765285
K59760443,27897.91613221555
843605709,21186.81
450795617,9523.28
V89242590,9523.28
U82840171,3893.7800000000007
90493006,22314.81
219952732,16077.56
870440917,14404.92
715244270,8381.74
Z50303478,12612.88
353712458,5268.170000000001
U68915781,440.79
K41934657,20010.88
514937227,11595.13
400658162,18854.01
K03490722,8467.9
J13309921,7606.05
966889200,3058.97
266234759,1047.78
267442434,16709.999999999996
E03385051,1814.11
399465248,24756.250000000004
941399614,2403.88
S45667186,6052.33
793139558,9618.81
922281528,12247.36
381545502,4823.34
Z51916633,15029.55
914131153,3126.6600000000003
469258973,31006.8
231305945,6202.130000000001
560921571,11717.07
599011794,19802.02
340621435,16985.63
E02425594,1125.72
U90403970,9523.28
Z95591920,9034.04
327189034,7776.769999999999
212088979,7831.6
717947996,354.36
548886003,4114.46
M58678155,12093.72
B98791023,9523.28
N13779557,8489.93
39465280,16170.250000000002
786671719,25913.25
432448350,19787.97
K75555920,16347.66415034187
536634267,1867.22
120959033,6193.51
871494891,13523.860000000002
62982879,25445.200000000004
10172100,2162.18
986610902,3108.87
J36477939,13833.909999999998
B62482509,929.42
499854838,28152.0
Q97929935,4343.19
G96851419,472.91
461445809,4611.42
X89070608,12535.529999999995
922040284,13469.46
F18118631,3033.26
249738741,16963.27
Y33881755,4851.5
910052209,16855.35
A45576082,7040.65
K52200169,9885.48
Q14355396,3460.07
178546494,3320.16
981228800,9523.28
422158699,2202.41
J90358279,21158.0
994686370,9297.7
T86159296,12547.03
632208083,3422.07
932320227,3058.0
894342365,216.81
599715047,3813.75
A18144560,1286.9299999999998
473494492,9523.28
41259289,13953.58
N57217864,5222.52
319921770,9523.28
S45849762,6825.55
138885322,11343.342215426164
F11871171,9094.01
F68670156,948.91
A66517011,15858.56
N80777061,957.81
E36089896,9523.28
846643188,4513.88
V54622249,23874.87
N22640436,14457.0
F99210088,6223.61
323254838,26684.86
393635374,1211.65
775735871,12676.809999999998
S17421994,18124.13
R25155194,10661.2
A71514727,9424.2
Y01514631,1262.65
B84055940,21323.23
H66276442,8365.93
O57137085,5848.08
H87099341,9523.28
926438720,33210.1
295429605,14854.63
T53302606,7713.69
923183422,39191.22
A05208500,3641.230000000001
C55907090,150.10000000000002
648220818,5738.73
H40607126,5055.84
A89091634,4370.65
242304438,10093.05
835445770,34602.79
996388537,1599.35
899994411,9523.28
265670884,55363.630000000005
P84121113,28280.72
Z99656030,9316.01
Y76993496,13846.27
S58679588,2942.53
V32994165,13350.48
E61365980,15230.41
903591967,1558.34
305354328,3875.6
175802407,983.0
350496057,2257.73
M01094125,5767.62
N67905471,4760.87
Y72954861,5119.92
P72643303,2012.78
N50610612,712.4300000000001
223979742,9557.44
189004487,3839.8
886575791,12849.820000000002
D14816419,3648.39
346385588,18555.8
461248155,22061.279999999995
M52598531,4327.549999999999
511629683,3240.63
T15541456,36110.47
H57590778,1578.02
587695393,3727.32
272132174,22074.03
107928860,9523.28
322836068,5717.629999999999
971736501,16683.54
N96403241,10923.0
858871846,44214.66
P52227593,4720.04
535235493,8643.308592521247
781889901,11624.14
919987936,23166.2
318264433,8594.049999999997
A61931825,15855.97
X60196908,6686.24
X28609392,4025.01
736523413,5046.95
V10392003,8308.2
415418333,398.25
777153101,10942.14
B77450189,827.8300000000002
699975656,11901.14
J05766791,17200.86
780594813,3453.78
N41495929,8845.880000000001
181894633,4531.169999999999
A22892434,38734.92
382157442,10378.929999999998
518552404,6185.96
D87483233,9523.28
R29467348,13609.28
904285044,2726.05
M01588681,3599.88
867477428,9523.28
G17282762,6631.0
177351783,2950.4700000000003
752851804,5601.47
I87224196,5059.84
Y59435668,3795.84
46786459,3964.59
G61449812,8188.540000000001
I28394056,26764.59
160495261,5900.45
389880721,4352.37
G55125259,8777.49
U16018637,13247.08
554773728,17919.39
A74667740,18063.25
788839812,10478.93
523608044,18551.69
V84988422,5380.6900000000005
929862621,4000.85
L81576330,2805.07
765042909,25990.76
F18056001,5492.27
294895558,979.2
Y70606821,2683.09
802643102,7481.429999999999
T63527722,19544.62
D30790649,3353.99
Z52160761,7904.209999999999
I99239755,7261.820000000001
P28588829,6076.719999999999
913496443,16926.48
W18616507,22588.57
226402642,5056.27
335479230,5421.43
673807572,6384.2
924303698,12734.15
664522754,10321.98
515316808,19763.41
B50309773,27795.84
521405978,2477.52
858034736,1673.92
365535925,26406.04
630932348,15359.92
X48480571,9523.28
Y39330110,15612.999999999998
N13083189,7027.700000000001
N70168219,3386.01
P21507748,41989.61000000001
937272859,7154.48
F23573215,3876.99
P05113833,9523.28
687135395,5603.68
B79549889,3584.8299999999995
U29550587,2294.5
W62674669,20486.98
8195958,9433.86
S34606445,8839.73
B56428162,9905.63
960884169,3398.100135504439
O15684457,880.54
253685966,7253.95
530732747,7292.01
J38203879,7931.59
545052809,17947.450000000004
531949844,10499.64
122028015,4875.739999999999
G21487302,11929.06
C94524474,2622.5
E69881688,9403.35
296409359,12043.27
T11853163,2615.36
622970616,608.9699999999999
F17748624,17402.01
N28856596,18079.11
833014493,3476.82
420201053,690.78
972372416,1724.0
S50610451,1074.4499999999998
115101396,10221.88
Q34238563,9523.28
827211536,492.3
R99950411,31060.44
N59930279,4149.92
J53412528,2662.44
55509534,7486.21
576468861,59686.81
P29077007,7268.49
Q84981916,8523.019999999999
Z35343227,2292.19
659087996,2671.2500000000005
R30188834,12166.89
M55201791,6479.68
H76492654,4158.42
401568671,10596.86
164117733,9972.64
C76000540,13664.249999999998
978157862,16740.07
703941279,5418.49
965193121,17183.37
337930077,5988.61
386327508,8018.110000000001
302195876,35808.98
P49768105,4726.75
614709665,11043.0
937309535,6554.85
680265859,31146.77
V80429423,11822.19
B56342867,5911.75
D57651373,15765.299999999996
362359853,15970.2
457997408,2569.68
992979454,10964.02
O27255021,8153.88
443882222,6970.17
708911509,7771.030000000001
M10394560,16784.200000000004
V26442991,8062.33
S65309155,3216.76
M06723031,2018.4
D18833094,9523.28
113142211,5224.5
316388427,16712.260000000002
H90594825,7749.47
559988578,39812.94
V91148669,9523.28
V69002496,323.84
20701407,5357.02
U42746495,12952.35
L12039794,14921.67
D05310889,2830.75
633851093,8523.0
B60511746,3912.29
W84674869,11941.49
683178062,11752.159999999998
H42819408,4949.64
B25469788,7878.570000000001
H17500681,7499.809999999999
Y30651829,16811.86
L02272487,44382.9
N22205080,5559.639999999999
D58620424,9164.16
508444327,11763.81
607183999,3350.6700000000005
Z47383845,21170.77
C13901062,14367.410000000002
893869266,2615.36
S22444439,8238.29
589125585,6858.820000000001
E21834442,6186.7300000000005
O72089388,5487.95
I89413798,11762.55
I16772235,24672.85
352497597,5821.070000000001
A56606056,10721.41
552721085,13353.34
811447285,3285.07
W82222154,38117.01
U67070757,7800.95
327566849,8239.85
893822953,1040.67
404417703,17663.649999999998
L66353308,8279.0
C50134083,22764.14
E20726464,1115.62
765582652,7884.120000000001
A28743457,7690.08
O30096609,1841.19
S47326309,10471.04
635018498,6526.52
I52345194,3683.26
64152367,4101.09
A58910879,19192.23
990401512,9171.56
241741262,42302.7
947613448,9523.28
Q05913250,668.5100000000001
G27051618,139.73
R11231727,11214.24
386943477,5257.719999999999
932331253,31939.46
O97202669,3549.3
407030594,3975.69
953943521,12241.509999999998
711596285,21761.120000000003
G08994016,28825.040000000005
C27486711,985.21
207940400,919.54
I95235546,1951.5
L61944577,33390.32
825708962,2927.2
Y48993830,27967.17289194779
724133396,24469.78
K51803274,8668.119999999999
J38176343,9389.98
N91851239,3547.88
154150161,4066.150000000001
764314379,3617.51
X50739110,883.79
L30732526,10182.8
E44412179,6536.9800000000005
384239125,16198.6
876000467,2862.53
473310107,4081.47
U38156394,470.79
P99135287,6850.37
545048419,7831.0
F70923421,576.82
63281978,3971.7400000000007
491131511,18.0
620103383,7351.09
B46967139,13566.760000000002
C64551201,15208.54
408452061,4940.23
S83733914,6637.51
935679746,8651.53
477017274,582.08
Q84610753,12734.15
S75560165,9437.2
G82270931,10492.94
V89537340,8013.82
F91716883,30718.42
D79191446,1656.32
291956104,9715.06
6435591,11336.81
J65758486,6076.79
E51468886,9915.09
950983712,12605.07
Q64955895,15657.09
414663745,9619.64
339441236,15891.11
O20028130,25249.140000000003
338739371,10669.22
I62212927,10334.44
701358920,17801.91
H67340299,6049.950000000001
S51951891,1415.72
X58364379,5109.67
41933487,15406.989999999998
140376900,6812.46
408285900,3463.1400000000003
993783306,1834.25
D80407282,10476.64
D90076587,28581.98
91958985,11783.420000000002
L53172733,19878.7
217111906,25162.68
326757240,148.37
811286009,6141.150000000001
N16307162,5649.31
527612051,8651.789999999999
161765916,2378.1400000000003
986584279,5583.85
615215072,7041.65
796708395,26105.98
F48326912,4721.21
L16515379,18681.3
R59252619,25222.78
550526092,7584.14
E53184180,19052.39
821600617,2165.75
H79390638,6450.290000000001
956650446,948.81
492550687,7067.4800000000005
N44616722,21297.354040187707
421940738,13262.82
Y98117324,6398.69
535348518,1268.44
X05374885,766.88
44953647,7498.62
A38282340,1793.8000000000002
P29470259,11826.63
P35834695,1467.36
711244659,9523.28
265409960,6648.09
154451441,9611.19
243106793,3600.11
F90311080,15605.78
J81817824,12384.240000000002
986900708,3009.84
H97156335,36063.45
F46647940,2920.0500000000006
611622686,3463.5200000000004
X46445966,28861.4
619524603,13051.330000000002
W57907084,13130.17371158887
578404666,23042.63
X55554500,15573.99
K35192453,5792.579999999999
A19507632,2050.42
327218242,5057.61
874783550,6354.59
227665786,13911.63
415850662,24571.050000000003
89279411,15270.08
119570858,1761.12
336313657,6887.740000000001
640653524,13051.589999999998
11608974,869.7899999999998
103695920,8826.91
D16597765,3620.53
W74292422,3431.2200000000003
723943518,7149.83
T07890397,16752.24
U76177022,18471.210000000003
289746915,3403.57
711301863,9523.28
Q89363624,9873.975227266477
S39968401,14681.3
U78507316,4527.28
440308071,3179.72
Q87442886,1071.54
N45126809,2301.25
N71301802,7575.83
